0.382621951219512,0.119678934481219,0.708333333333333,0.125,82
0.208333333333333,0,0.208333333333333,0.208333333333333,1
0.361111111111111,0.104858811600983,0.458333333333333,0.25,3
0.319444444444444,0.13393959390268,0.416666666666667,0.166666666666667,3
0.361111111111111,0.0240562612162344,0.375,0.333333333333333,3
0.333333333333333,0.0760725774312731,0.416666666666667,0.25,4
0.366666666666667,0.136295226948301,0.541666666666667,0.208333333333333,5
0.428571428571429,0.0749779509035364,0.541666666666667,0.333333333333333,7
0.365740740740741,0.117441211981165,0.5,0.166666666666667,9
0.350678733031674,0.119701509467895,0.75,0.0833333333333333,221
