4
9
1
2
5
7
2
4
10
10
4
1
1
4
10
10
1
2
6
9
9
9
10
10
9
9
7
4
3
5
2
2
1
9
2
7
7
7
2
6
7
4
4
2
4
2
3
3
3
7
9
2
7
7
3
4
9
2
3
9
2
7
7
2
4
2
5
7
2
9
3
2
4
7
7
1
2
6
4
7
2
8
9
6
1
1
4
1
8
10
4
3
1
10
3
1
3
10
9
10
5
9
9
3
2
2
7
4
6
9
8
10
1
10
3
7
1
3
10
9
9
6
7
7
2
2
1
10
9
3
9
4
1
3
7
2
2
7
9
2
9
9
9
3
2
7
4
10
4
7
7
9
4
2
10
8
7
2
3
9
10
2
2
3
9
9
3
3
7
2
9
4
2
9
6
7
10
9
8
1
3
7
2
7
7
3
3
2
4
9
2
10
9
3
3
2
6
2
5
7
3
2
7
7
4
9
3
7
9
9
10
1
4
1
1
9
6
1
10
9
4
1
10
3
4
4
9
9
2
7
7
9
9
2
9
9
9
7
7
10
9
2
10
10
5
8
2
9
7
6
5
2
1
2
8
1
1
1
5
4
9
2
9
2
4
2
2
4
7
10
4
3
9
3
10
2
2
10
4
5
7
2
7
2
9
2
7
1
1
3
7
6
1
1
2
10
10
7
4
4
2
2
2
10
4
10
10
9
9
6
8
6
3
7
7
2
7
7
9
4
2
9
1
10
9
6
1
6
9
9
10
5
7
7
7
3
1
7
