0.302083333333333,0.0825859340804262,0.458333333333333,0.208333333333333,8
0.395833333333333,0.108030202681278,0.625,0.291666666666667,10
0.361111111111111,0.154838198532751,0.75,0.166666666666667,15
0.345959595959596,0.0963104340421494,0.583333333333333,0.166666666666667,33
0.350260416666667,0.147735056237163,0.708333333333333,0.125,32
0.35952380952381,0.109815331790109,0.625,0.125,35
0.386904761904762,0.124003968190474,0.625,0.0833333333333333,35
0.385057471264368,0.114258336235661,0.625,0.166666666666667,58
0.370056497175141,0.102962797889357,0.541666666666667,0.0833333333333333,59
0.31996855345912,0.122238072743297,0.708333333333333,0.0833333333333333,53
