11.3666666666667,,,
,,,
3.53333333333333,,,
19.7666666666667,,,
1.46666666666667,13.2,,
8.83333333333333,13.9666666666667,19.9333333333333,
2.4,5.46666666666667,,
10.0666666666667,15.3666666666667,19.8,
9.53333333333333,19.8,,
,,,
3.63333333333333,,,
,,,
12.2,,,
4.56666666666667,13.4,,
2.33333333333333,3.93333333333333,,
1.53333333333333,5.6,,
8.8,13.7,,
0.4,6.2,,
3.73333333333333,7.46666666666667,,
4.66666666666667,,,
1.9,,,
2.3,6.16666666666667,,
2.73333333333333,17.1333333333333,,
1.76666666666667,,,
1.36666666666667,13,,
3.9,,,
1.66666666666667,3.76666666666667,,
6.7,,,
3.4,10.7,19.4666666666667,19.9333333333333
11.9666666666667,19.9666666666667,,
11.0333333333333,,,
1.46666666666667,,,
2.1,5.16666666666667,,
16.2666666666667,19.4,,
2.16666666666667,9.93333333333333,,
7.56666666666667,,,
0.966666666666667,5.16666666666667,,
17.1666666666667,,,
5.93333333333333,9.2,15.6666666666667,18.8
2.16666666666667,,,
3.9,19.3666666666667,,
4.33333333333333,9,14.4333333333333,
1.93333333333333,,,
3.8,16.4333333333333,,
8.3,,,
19.4,,,
2.16666666666667,19.3333333333333,,
5.43333333333333,11.1666666666667,15.2666666666667,
1.13333333333333,5.43333333333333,,
4.3,19.9333333333333,,
2.53333333333333,7.13333333333333,14.4666666666667,
0.766666666666667,3.6,7.23333333333333,
2.26666666666667,6.1,,
10.0666666666667,,,
3.36666666666667,17.0666666666667,19.8,
3.1,19.9333333333333,,
1.63333333333333,,,
14.3333333333333,,,
4.3,14.7,,
6.16666666666667,,,
15.5666666666667,19.7666666666667,,
1.9,,,
1.8,4.3,6.33333333333333,
4.33333333333333,,,
1.5,,,
,,,
2.23333333333333,,,
1.9,5.36666666666667,,
2.2,6.86666666666667,,
2.3,,,
7.93333333333333,11.1,,
2.4,5.7,,
2.46666666666667,,,
4.3,12.3,,
0.6,4.33333333333333,,
4.53333333333333,19.8666666666667,,
4.4,8.73333333333333,,
0.6,4.1,19.9333333333333,
,,,
2.73333333333333,9.53333333333333,,
5.9,,,
2.33333333333333,,,
3.93333333333333,13.2333333333333,,
3.63333333333333,11.9333333333333,,
2.83333333333333,5.93333333333333,,
2.36666666666667,7.83333333333333,,
13.8,16.9,,
2.73333333333333,,,
8.33333333333333,,,
,,,
0.166666666666667,4.43333333333333,,
1.4,6.36666666666667,,
5.2,,,
1.43333333333333,17.5,,
19.7333333333333,,,
19.5,,,
2.8,,,
2.03333333333333,18.8666666666667,,
12.8,16.7,,
4.2,,,
0.266666666666667,2.8,,
1,19.9333333333333,,
19.9333333333333,,,
,,,
1.5,7.83333333333333,,
10.1666666666667,,,
2.43333333333333,11.6333333333333,,
2.43333333333333,6.86666666666667,,
,,,
0.233333333333333,14.1666666666667,19.9333333333333,
3.66666666666667,,,
0.5,3.9,,
7.63333333333333,12.0333333333333,,
4.43333333333333,9.16666666666667,,
6.3,7.4,,
